VoterId,ElectionDate,ElectionDescription,VotingMethod
802239,09/12/2006,09/12/2006 - STATE PRIMARY,P
802239,11/07/2006,11/07/2006 - STATE GENERAL,P
802239,11/04/2008,11/04/2008 - STATE GENERAL,P
802239,11/02/2010,11/02/2010 - STATE GENERAL,P
802239,11/06/2012,11/06/2012 - STATE GENERAL,P
802239,11/04/2014,11/04/2014 - STATE GENERAL,P
802239,11/08/2016,11/08/2016 - STATE GENERAL,P
547858,11/02/2004,11/02/2004 - STATE GENERAL,P
547858,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
547858,11/06/2001,2001 SCHOOL REFERENDUMS,P
547858,11/07/2000,STATE GENERAL,P
547858,11/07/2000,SCHOOL BOARD ELECTION,P
547858,11/03/1998,STATE GENERAL,P
547858,11/04/1997,SCHOOL BOARD ELECTION,P
547858,09/10/1996,STATE PRIMARY ELECTION,P
547858,11/05/1996,STATE GENERAL,P
547858,11/07/1995,SCHOOL BOARD ELECTION,P
547858,11/08/1994,STATE GENERAL,P
547858,11/02/1993,SCHOOL BOARD ELECTION,P
547858,09/12/2006,09/12/2006 - STATE PRIMARY,P
547858,11/07/2006,11/07/2006 - STATE GENERAL,P
547858,11/06/2007,11/06/2007 - SD SPEC ELECT ISD 088 - NEW ULM,P
547858,09/09/2008,09/09/2008 - STATE PRIMARY,P
547858,11/04/2008,11/04/2008 - STATE GENERAL,P
547858,11/02/2010,11/02/2010 - STATE GENERAL,P
547858,11/08/2011,11/08/2011 - SD SPEC ELECT ISD 88 - NEW ULM,P
547858,11/06/2012,11/06/2012 - STATE GENERAL,P
547858,08/12/2014,08/12/2014 - STATE PRIMARY,P
547858,11/04/2014,11/04/2014 - STATE GENERAL,P
547858,11/08/2016,11/08/2016 - STATE GENERAL,P
547864,11/02/2004,11/02/2004 - STATE GENERAL,P
547864,11/06/2001,2001 SCHOOL REFERENDUMS,P
547864,11/07/2000,STATE GENERAL,P
547864,11/07/2000,SCHOOL BOARD ELECTION,P
547864,11/03/1998,STATE GENERAL,P
547864,09/10/1996,STATE PRIMARY ELECTION,P
547864,11/05/1996,STATE GENERAL,P
547864,11/07/1995,SCHOOL BOARD ELECTION,P
547864,09/13/1994,STATE PRIMARY ELECTION,P
547864,11/08/1994,STATE GENERAL,P
547864,11/07/2006,11/07/2006 - STATE GENERAL,P
547864,11/06/2007,11/06/2007 - SD SPEC ELECT ISD 088 - NEW ULM,P
547864,11/04/2008,11/04/2008 - STATE GENERAL,P
547864,11/02/2010,11/02/2010 - STATE GENERAL,P
547864,11/08/2011,11/08/2011 - SD SPEC ELECT ISD 88 - NEW ULM,P
547864,11/06/2012,11/06/2012 - STATE GENERAL,P
547864,08/12/2014,08/12/2014 - STATE PRIMARY,P
547864,11/04/2014,11/04/2014 - STATE GENERAL,P
547864,11/08/2016,11/08/2016 - STATE GENERAL,P
1610669,09/14/2004,09/14/2004 - STATE PRIMARY,P
1610669,11/06/2001,2001 GENERAL ELECTION,P
1610669,11/02/2004,11/02/2004 - STATE GENERAL,P
1610669,09/12/2000,STATE PRIMARY ELECTION,P
1610669,11/07/2000,STATE GENERAL,P
1610669,11/07/2000,MUNICIPAL GENERAL,P
1610669,11/02/1999,SCHOOL BOARD ELECTION,P
1610669,12/31/1999,SPECIAL ELECTION,P
1610669,11/03/1998,STATE GENERAL,P
1610669,09/10/1996,STATE PRIMARY ELECTION,P
1610669,11/05/1996,STATE GENERAL,P
1610669,09/13/1994,STATE PRIMARY ELECTION,P
1610669,11/08/1994,STATE GENERAL,P
1610669,03/12/2002,TOWNSHIP,P
1610669,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
1610669,09/10/2002,09-10-2002 STATE PRIMARY,P
1610669,09/12/2006,09/12/2006 - STATE PRIMARY,P
1610669,11/07/2006,11/07/2006 - STATE GENERAL,P
1610669,03/13/2007,03/13/2007 - TOWNSHIP ELECTION,P
1610669,11/06/2007,11/06/2007 - SD SPEC ELECT ISD 299 - CALEDONIA,P
1610669,03/11/2008,03/11/2008 - TOWNSHIP ELECTION,P
1610669,09/09/2008,09/09/2008 - STATE PRIMARY,P
1610669,11/04/2008,11/04/2008 - STATE GENERAL,P
1610669,03/09/2010,03/09/2010 - TOWNSHIP ELECTION,P
1610669,08/10/2010,08/10/2010 - STATE PRIMARY,P
1610669,11/02/2010,11/02/2010 - STATE GENERAL,P
1610669,03/08/2011,03/08/2011 - TOWNSHIP ELECTION,P
1610669,08/09/2011,08/09/2011 - SPEC PRI HOUSTON CO COM 03,P
1610669,10/04/2011,10/04/2011 - SPEC ELECT HOUSTON CO COM 03,P
1610669,11/08/2011,11/08/2011 - SD SPEC ELECT ISD 299 - CALEDONIA,P
1610669,03/13/2012,03/13/2012 - TOWNSHIP ELECTION,P
1610669,08/14/2012,08/14/2012 - STATE PRIMARY,P
1610669,11/06/2012,11/06/2012 - STATE GENERAL,P
1610669,03/12/2013,03/12/2013 - TOWNSHIP ELECTION,P
1610669,03/11/2014,03/11/2014 - TOWNSHIP ELECTION,P
1610669,08/12/2014,08/12/2014 - STATE PRIMARY,P
1610669,11/04/2014,11/04/2014 - STATE GENERAL,P
1610669,03/10/2015,03/10/2015 - TOWNSHIP ELECTION,P
1610669,03/08/2016,03/08/2016 - TOWNSHIP ELECTION,P
1610669,08/09/2016,08/09/2016 - STATE PRIMARY,P
1610669,11/08/2016,11/08/2016 - STATE GENERAL,A
1610669,03/14/2017,03/14/2017 - TOWNSHIP ELECTION,P
1610669,11/07/2017,11/07/2017 - SD SPEC ELECT ISD 299 - CALEDONIA,P
802714,11/02/2004,11/02/2004 - STATE GENERAL,P
802714,09/12/2000,STATE PRIMARY ELECTION,P
802714,12/31/1999,SPECIAL ELECTION,P
802714,11/03/1998,STATE GENERAL,P
802714,11/04/1997,MUNICIPAL GENERAL,P
802714,11/05/1996,STATE GENERAL,P
802714,11/05/1996,SCHOOL BOARD ELECTION,P
802714,11/07/1995,SCHOOL BOARD ELECTION,P
802714,11/08/1994,STATE GENERAL,P
802714,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
802714,11/06/2001,2001 GENERAL ELECTION,P
802714,04/23/2002,ISD #239 RUSHFORD-PETERSON BOND,P
802714,11/07/2006,11/07/2006 - STATE GENERAL,P
802714,09/09/2008,09/09/2008 - STATE PRIMARY,P
802714,11/04/2008,11/04/2008 - STATE GENERAL,P
802714,11/03/2009,11/03/2009 - MUNICIPAL GENERAL,A
802714,08/10/2010,08/10/2010 - STATE PRIMARY,P
802714,11/02/2010,11/02/2010 - STATE GENERAL,P
802714,11/08/2011,11/08/2011 - MUNICIPAL GENERAL,P
802714,11/06/2012,11/06/2012 - STATE GENERAL,P
802714,12/19/2012,12/19/2012 - SD SPEC ELECT ISD 239 - RUSHFORD-PETERSON,P
519221,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
519221,09/14/2004,09/14/2004 - STATE PRIMARY,P
519221,11/02/2004,11/02/2004 - STATE GENERAL,P
519221,11/07/2000,STATE GENERAL,P
519221,11/02/1999,SCHOOL BOARD ELECTION,P
519221,11/03/1998,STATE GENERAL,P
519221,11/05/1996,STATE GENERAL,P
519221,11/08/1994,STATE GENERAL,P
519221,11/08/1994,SCHOOL BOARD ELECTION,P
519221,09/13/2005,09/13/2005 - SD SPEC ELECT ISD 2071 - LAKE CRYSTAL-WELLCOME MEMORIAL,P
519221,07/12/2006,07/12/2006 - SPEC ELECT BLUE EARTH CO COM 04,P
519221,11/07/2006,11/07/2006 - STATE GENERAL,P
519221,11/04/2008,11/04/2008 - STATE GENERAL,P
519221,11/02/2010,11/02/2010 - STATE GENERAL,P
519221,11/06/2012,11/06/2012 - STATE GENERAL,P
519221,11/04/2014,11/04/2014 - STATE GENERAL,P
519221,11/08/2016,11/08/2016 - STATE GENERAL,P
1611062,11/07/2000,STATE GENERAL,P
1611062,11/03/1998,STATE GENERAL,P
1611062,11/05/1996,STATE GENERAL,P
1611062,09/13/1994,STATE PRIMARY ELECTION,P
1611062,11/08/1994,STATE GENERAL,P
1611062,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
1611062,11/02/2004,11/02/2004 - STATE GENERAL,P
1611062,09/12/2006,09/12/2006 - STATE PRIMARY,P
1611062,11/07/2006,11/07/2006 - STATE GENERAL,P
1611062,09/09/2008,09/09/2008 - STATE PRIMARY,P
1611062,11/04/2008,11/04/2008 - STATE GENERAL,P
1611062,11/02/2010,11/02/2010 - STATE GENERAL,P
1611062,06/07/2011,06/07/2011 - SPEC ELECT CITYWIDE LA CRESCENT,P
1611062,11/06/2012,11/06/2012 - STATE GENERAL,P
1611062,11/04/2014,11/04/2014 - STATE GENERAL,P
1611062,01/06/2015,01/06/2015 - SD SPEC ELECT ISD 300 - LA CRESCENT-HOKAH,P
1611062,08/09/2016,08/09/2016 - STATE PRIMARY,P
1611062,11/08/2016,11/08/2016 - STATE GENERAL,P
1611062,11/07/2017,11/07/2017 - SD SPEC ELECT ISD 300 - LA CRESCENT-HOKAH,P
835683,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
835683,11/07/2000,STATE GENERAL,P
835683,11/02/2004,11/02/2004 - STATE GENERAL,P
835683,11/07/2006,11/07/2006 - STATE GENERAL,P
835683,11/04/2008,11/04/2008 - STATE GENERAL,P
835683,08/10/2010,08/10/2010 - STATE PRIMARY,P
835683,11/02/2010,11/02/2010 - STATE GENERAL,P
835683,11/06/2012,11/06/2012 - STATE GENERAL,P
835683,11/08/2016,11/08/2016 - STATE GENERAL,P
1611365,11/07/2000,STATE GENERAL,P
1611365,11/08/2016,11/08/2016 - STATE GENERAL,P
803248,09/14/2004,09/14/2004 - STATE PRIMARY,P
803248,09/12/2000,STATE PRIMARY ELECTION,P
803248,11/07/2000,STATE GENERAL,P
803248,12/31/1999,SPECIAL ELECTION,P
803248,11/03/1998,STATE GENERAL,P
803248,09/10/1996,STATE PRIMARY ELECTION,P
803248,11/05/1996,STATE GENERAL,P
803248,11/05/1996,SCHOOL BOARD ELECTION,P
803248,09/13/1994,STATE PRIMARY ELECTION,P
803248,11/08/1994,STATE GENERAL,P
803248,11/08/1994,SCHOOL BOARD ELECTION,P
803248,11/02/1993,SCHOOL BOARD ELECTION,P
803248,11/06/2001,2001 GENERAL ELECTION,P
803248,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
803248,04/23/2002,ISD #239 RUSHFORD-PETERSON BOND,P
803248,09/10/2002,09-10-2002 STATE PRIMARY,P
803248,11/07/2006,11/07/2006 - STATE GENERAL,P
803248,09/09/2008,09/09/2008 - STATE PRIMARY,P
803248,11/04/2008,11/04/2008 - STATE GENERAL,P
803248,11/03/2009,11/03/2009 - SD SPEC ELECT ISD 239 - RUSHFORD-PETERSON,P
803248,08/10/2010,08/10/2010 - STATE PRIMARY,P
803248,11/02/2010,11/02/2010 - STATE GENERAL,P
803248,08/14/2012,08/14/2012 - STATE PRIMARY,P
803248,12/19/2012,12/19/2012 - SD SPEC ELECT ISD 239 - RUSHFORD-PETERSON,P
803248,11/06/2012,11/06/2012 - STATE GENERAL,P
803248,08/12/2014,08/12/2014 - STATE PRIMARY,P
803248,11/04/2014,11/04/2014 - STATE GENERAL,P
803248,08/09/2016,08/09/2016 - STATE PRIMARY,P
803248,11/08/2016,11/08/2016 - STATE GENERAL,P
548093,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
548093,11/06/2001,2001 SCHOOL REFERENDUMS,P
548093,11/02/2004,11/02/2004 - STATE GENERAL,P
548093,09/12/2000,STATE PRIMARY ELECTION,P
548093,11/07/2000,STATE GENERAL,P
548093,11/02/1999,SCHOOL BOARD ELECTION,P
548093,09/15/1998,STATE PRIMARY ELECTION,P
548093,11/03/1998,STATE GENERAL,P
548093,12/31/1998,SPECIAL ELECTION,P
548093,11/04/1997,MUNICIPAL GENERAL,P
548093,11/04/1997,SCHOOL BOARD ELECTION,P
548093,09/10/1996,STATE PRIMARY ELECTION,P
548093,11/05/1996,STATE GENERAL,P
548093,11/07/1995,MUNICIPAL GENERAL,P
548093,11/07/1995,SCHOOL BOARD ELECTION,P
548093,09/13/1994,STATE PRIMARY ELECTION,P
548093,11/08/1994,STATE GENERAL,P
548093,11/02/1993,SCHOOL BOARD ELECTION,P
548093,09/10/2002,09-10-2002 STATE PRIMARY,P
548093,04/25/2002,SLEEPY EYE CLINIC & HOSPITAL REFERENDUM,P
548093,09/12/2006,09/12/2006 - STATE PRIMARY,P
548093,11/07/2006,11/07/2006 - STATE GENERAL,P
548093,12/19/2006,12/19/2006 - SPEC ELECT CITYWIDE SLEEPY EYE,P
548093,11/04/2008,11/04/2008 - STATE GENERAL,P
548093,11/02/2010,11/02/2010 - STATE GENERAL,P
548093,11/08/2011,11/08/2011 - SD SPEC ELECT ISD 84 - SLEEPY EYE,P
548093,08/14/2012,08/14/2012 - STATE PRIMARY,P
548093,11/06/2012,11/06/2012 - STATE GENERAL,P
548093,08/12/2014,08/12/2014 - STATE PRIMARY,P
548093,11/04/2014,11/04/2014 - STATE GENERAL,P
548093,08/09/2016,08/09/2016 - STATE PRIMARY,A
548093,11/08/2016,11/08/2016 - STATE GENERAL,A
519908,11/02/2004,11/02/2004 - STATE GENERAL,P
519908,11/06/2001,2001 GENERAL ELECTION,P
519908,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
519908,09/12/2000,STATE PRIMARY ELECTION,P
519908,11/07/2000,STATE GENERAL,P
519908,01/01/2000,SPECIAL ELECTION,P
519908,11/02/1999,SCHOOL BOARD ELECTION,P
519908,09/15/1998,STATE PRIMARY ELECTION,P
519908,11/03/1998,STATE GENERAL,P
519908,11/04/1997,SCHOOL BOARD ELECTION,P
519908,11/05/1996,STATE GENERAL,P
519908,12/31/1996,SPECIAL ELECTION,P
519908,09/13/1994,STATE PRIMARY ELECTION,P
519908,11/08/1994,STATE GENERAL,P
519908,09/10/2002,09-10-2002 STATE PRIMARY,P
519908,04/01/2003,04/01/2003 MANKATO W1 SPECIAL ELECTION,P
519908,11/08/2005,11/08/2005 - SCHOOL DISTRICT GENERAL,P
519908,01/31/2006,01/31/2006 - SPEC ELECT CITYWIDE MANKATO,P
519908,09/12/2006,09/12/2006 - STATE PRIMARY,P
519908,11/07/2006,11/07/2006 - STATE GENERAL,P
519908,12/19/2006,12/19/2006 - SPEC ELECT MCD MANKATO W-01,A
519908,11/06/2007,11/06/2007 - SCHOOL DISTRICT GENERAL,P
519908,04/29/2008,04/29/2008 - SD SPEC ELECT ISD 077 - MANKATO,P
519908,09/09/2008,09/09/2008 - STATE PRIMARY,P
519908,11/04/2008,11/04/2008 - STATE GENERAL,P
519908,08/13/2009,08/13/2009 - SPEC PRI BLUE EARTH CO COM 01,P
519908,09/03/2009,09/03/2009 - SPEC ELECT BLUE EARTH CO COM 01,P
519908,08/10/2010,08/10/2010 - STATE PRIMARY,P
519908,11/02/2010,11/02/2010 - STATE GENERAL,A
519908,11/06/2012,11/06/2012 - STATE GENERAL,P
519908,08/12/2014,08/12/2014 - STATE PRIMARY,P
519908,11/04/2014,11/04/2014 - STATE GENERAL,A
519908,11/03/2015,11/03/2015 - SCHOOL DISTRICT GENERAL,P
519908,08/09/2016,08/09/2016 - STATE PRIMARY,P
519908,11/08/2016,11/08/2016 - STATE GENERAL,A
519908,11/07/2017,11/07/2017 - SCHOOL DISTRICT GENERAL,P
1611800,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
1611800,11/07/2000,STATE GENERAL,P
1611800,12/31/1999,SPECIAL ELECTION,P
1611800,11/03/1998,STATE GENERAL,P
1611800,11/05/1996,STATE GENERAL,P
1611800,11/08/1994,STATE GENERAL,P
1611800,11/08/1994,MUNICIPAL GENERAL,P
1611800,11/02/2004,11/02/2004 - STATE GENERAL,P
1611800,11/04/2003,11/04/2003 GENERAL ELECTION,P
1611800,09/12/2006,09/12/2006 - STATE PRIMARY,P
1611800,11/07/2006,11/07/2006 - STATE GENERAL,P
1611800,11/04/2008,11/04/2008 - STATE GENERAL,P
1611800,11/02/2010,11/02/2010 - STATE GENERAL,P
1611800,11/06/2012,11/06/2012 - STATE GENERAL,P
1611800,11/04/2014,11/04/2014 - STATE GENERAL,P
1611800,11/08/2016,11/08/2016 - STATE GENERAL,P
520273,11/02/2004,11/02/2004 - STATE GENERAL,P
520273,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
520273,11/07/2000,STATE GENERAL,P
520273,11/03/1998,STATE GENERAL,P
520273,11/05/1996,STATE GENERAL,P
520273,01/31/2006,01/31/2006 - SPEC ELECT CITYWIDE MANKATO,P
520273,11/07/2006,11/07/2006 - STATE GENERAL,P
520273,11/04/2008,11/04/2008 - STATE GENERAL,P
520273,11/02/2010,11/02/2010 - STATE GENERAL,P
520273,11/06/2012,11/06/2012 - STATE GENERAL,P
520273,11/04/2014,11/04/2014 - STATE GENERAL,P
520273,11/08/2016,11/08/2016 - STATE GENERAL,P
520353,11/02/2004,11/02/2004 - STATE GENERAL,P
520353,09/12/2000,STATE PRIMARY ELECTION,P
520353,11/07/2000,STATE GENERAL,P
520353,11/03/1998,STATE GENERAL,P
520353,11/05/1996,STATE GENERAL,P
520353,11/08/1994,STATE GENERAL,P
520353,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
520353,11/07/2006,11/07/2006 - STATE GENERAL,P
520353,11/04/2008,11/04/2008 - STATE GENERAL,P
520353,11/02/2010,11/02/2010 - STATE GENERAL,P
520353,11/06/2012,11/06/2012 - STATE GENERAL,P
520353,11/04/2014,11/04/2014 - STATE GENERAL,P
520353,11/08/2016,11/08/2016 - STATE GENERAL,P
1611938,11/02/2004,11/02/2004 - STATE GENERAL,P
1611938,11/07/2000,STATE GENERAL,P
1611938,12/31/1999,SPECIAL ELECTION,P
1611938,11/03/1998,STATE GENERAL,P
1611938,11/05/1996,STATE GENERAL,P
1611938,11/02/1993,MUNICIPAL GENERAL,P
1611938,12/17/2002,"SCHOOL #299 REFERENDUM/DEC. 17, 2002",P
1611938,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
1611938,11/07/2006,11/07/2006 - STATE GENERAL,P
1611938,11/06/2007,11/06/2007 - SD SPEC ELECT ISD 299 - CALEDONIA,P
1611938,11/04/2008,11/04/2008 - STATE GENERAL,P
1611938,08/10/2010,08/10/2010 - STATE PRIMARY,P
1611938,11/02/2010,11/02/2010 - STATE GENERAL,P
1611938,11/08/2011,11/08/2011 - SD SPEC ELECT ISD 299 - CALEDONIA,P
1611938,08/14/2012,08/14/2012 - STATE PRIMARY,P
1611938,11/06/2012,11/06/2012 - STATE GENERAL,P
1611938,11/04/2014,11/04/2014 - STATE GENERAL,P
1611938,11/08/2016,11/08/2016 - STATE GENERAL,A
1655815,11/07/2000,STATE GENERAL,P
1655815,04/08/2008,04/08/2008 - SD SPEC ELECT ISD 495 - GRAND MEADOW,P
1655815,11/04/2008,11/04/2008 - STATE GENERAL,P
1655815,11/06/2012,11/06/2012 - STATE GENERAL,P
1655815,11/08/2016,11/08/2016 - STATE GENERAL,P
520745,11/07/2000,STATE GENERAL,P
520745,11/03/1998,STATE GENERAL,P
520745,11/05/1996,STATE GENERAL,P
520745,11/02/2004,11/02/2004 - STATE GENERAL,P
520745,11/07/2006,11/07/2006 - STATE GENERAL,P
520745,11/04/2008,11/04/2008 - STATE GENERAL,P
520992,11/07/2000,STATE GENERAL,P
520992,11/03/1998,STATE GENERAL,P
520992,11/05/1996,STATE GENERAL,P
520992,11/08/1994,STATE GENERAL,P
520992,11/02/2004,11/02/2004 - STATE GENERAL,P
520992,11/04/2008,11/04/2008 - STATE GENERAL,P
520992,11/02/2010,11/02/2010 - STATE GENERAL,P
520992,11/06/2012,11/06/2012 - STATE GENERAL,P
520992,11/08/2016,11/08/2016 - STATE GENERAL,P
1612689,09/14/2004,09/14/2004 - STATE PRIMARY,P
1612689,11/07/2000,STATE GENERAL,P
1612689,11/03/1998,STATE GENERAL,P
1612689,11/05/1996,STATE GENERAL,P
1612689,09/13/1994,STATE PRIMARY ELECTION,P
1612689,11/08/1994,STATE GENERAL,P
1612689,11/02/1993,SCHOOL BOARD ELECTION,P
1612689,11/02/2004,11/02/2004 - STATE GENERAL,P
1612689,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
1612689,09/12/2006,09/12/2006 - STATE PRIMARY,P
1612689,11/07/2006,11/07/2006 - STATE GENERAL,P
1612689,11/04/2008,11/04/2008 - STATE GENERAL,P
1612689,11/02/2010,11/02/2010 - STATE GENERAL,P
1612689,11/06/2012,11/06/2012 - STATE GENERAL,P
1612689,11/04/2014,11/04/2014 - STATE GENERAL,P
1612689,08/09/2016,08/09/2016 - STATE PRIMARY,P
1612689,11/08/2016,11/08/2016 - STATE GENERAL,P
521997,11/02/2004,11/02/2004 - STATE GENERAL,P
521997,11/07/2000,STATE GENERAL,P
521997,11/03/1998,STATE GENERAL,P
521997,11/04/1997,SCHOOL BOARD ELECTION,P
521997,11/05/1996,STATE GENERAL,P
521997,11/08/1994,STATE GENERAL,P
521997,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
521997,11/07/2006,11/07/2006 - STATE GENERAL,P
521997,11/06/2007,11/06/2007 - SCHOOL DISTRICT GENERAL,P
521997,04/29/2008,04/29/2008 - SD SPEC ELECT ISD 077 - MANKATO,P
521997,11/04/2008,11/04/2008 - STATE GENERAL,P
521997,11/02/2010,11/02/2010 - STATE GENERAL,P
521997,11/08/2011,11/08/2011 - SCHOOL DISTRICT GENERAL,P
521997,11/06/2012,11/06/2012 - STATE GENERAL,P
521997,11/05/2013,11/05/2013 - SCHOOL DISTRICT GENERAL,P
521997,11/04/2014,11/04/2014 - STATE GENERAL,P
521997,11/08/2016,11/08/2016 - STATE GENERAL,P
521997,11/07/2017,11/07/2017 - SCHOOL DISTRICT GENERAL,P
803820,11/02/2004,11/02/2004 - STATE GENERAL,P
803820,11/07/2000,STATE GENERAL,P
803820,11/02/1999,MUNICIPAL GENERAL,P
803820,11/04/1997,MUNICIPAL GENERAL,P
803820,11/04/1997,SCHOOL BOARD ELECTION,P
803820,11/05/1996,STATE GENERAL,P
803820,11/08/1994,SCHOOL BOARD ELECTION,P
803820,11/02/1993,SCHOOL BOARD ELECTION,P
803820,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
803820,11/06/2001,2001 GENERAL ELECTION,P
803820,04/23/2002,ISD #239 RUSHFORD-PETERSON BOND,P
803820,11/04/2003,11/04/2003 GENERAL ELECTION,P
803820,11/08/2005,11/08/2005 - MUNICIPAL GENERAL,P
803820,11/07/2006,11/07/2006 - STATE GENERAL,P
803820,11/04/2008,11/04/2008 - STATE GENERAL,P
803820,11/03/2009,11/03/2009 - MUNICIPAL GENERAL,P
803820,11/08/2011,11/08/2011 - MUNICIPAL GENERAL,P
803820,11/06/2012,11/06/2012 - STATE GENERAL,P
803820,12/19/2012,12/19/2012 - SD SPEC ELECT ISD 239 - RUSHFORD-PETERSON,P
803820,11/04/2014,11/04/2014 - STATE GENERAL,P
803820,11/08/2016,11/08/2016 - STATE GENERAL,P
803820,11/07/2017,11/07/2017 - MUNICIPAL GENERAL,P
1682156,11/06/2001,2001 SCHOOL ELECTION,P
1682156,11/02/2004,11/02/2004 - STATE GENERAL,P
1682156,09/15/1998,STATE PRIMARY ELECTION,P
1682156,11/03/1998,STATE GENERAL,P
1682156,11/04/1997,MUNICIPAL GENERAL,P
1682156,11/05/1996,STATE GENERAL,P
1682156,11/08/1994,STATE GENERAL,P
1682156,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
1682156,11/04/2008,11/04/2008 - STATE GENERAL,P
1682156,11/06/2012,11/06/2012 - STATE GENERAL,P
1682156,11/08/2016,11/08/2016 - STATE GENERAL,P
1682319,09/10/1996,STATE PRIMARY ELECTION,P
1682319,11/04/2008,11/04/2008 - STATE GENERAL,P
1682319,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
1682319,11/07/2006,11/07/2006 - STATE GENERAL,P
1682319,11/02/2004,11/02/2004 - STATE GENERAL,P
1682319,11/02/2010,11/02/2010 - STATE GENERAL,A
1682319,11/06/2012,11/06/2012 - STATE GENERAL,P
1682319,11/04/2014,11/04/2014 - STATE GENERAL,P
1682319,11/08/2016,11/08/2016 - STATE GENERAL,P
1682423,11/02/2004,11/02/2004 - STATE GENERAL,P
1682423,03/12/2002,TOWNSHIP,P
1682423,09/12/2000,STATE PRIMARY ELECTION,P
1682423,11/07/2000,STATE GENERAL,P
1682423,09/15/1998,STATE PRIMARY ELECTION,P
1682423,11/03/1998,STATE GENERAL,P
1682423,09/10/1996,STATE PRIMARY ELECTION,P
1682423,11/05/1996,STATE GENERAL,P
1682423,11/05/1996,SCHOOL BOARD ELECTION,P
1682423,11/08/1994,STATE GENERAL,P
1682423,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
1682423,11/08/2005,11/08/2005 - SCHOOL DISTRICT GENERAL,P
1682423,11/07/2006,11/07/2006 - STATE GENERAL,P
1682423,11/06/2007,11/06/2007 - SCHOOL DISTRICT GENERAL,P
1682423,09/09/2008,09/09/2008 - STATE PRIMARY,P
1682423,11/04/2008,11/04/2008 - STATE GENERAL,P
1682423,05/25/2010,05/25/2010 - SPEC ELECT JACKSON CO ,P
1682423,08/10/2010,08/10/2010 - STATE PRIMARY,P
1682423,11/02/2010,11/02/2010 - STATE GENERAL,P
1682423,08/14/2012,08/14/2012 - STATE PRIMARY,P
1682423,11/06/2012,11/06/2012 - STATE GENERAL,P
1682423,08/12/2014,08/12/2014 - STATE PRIMARY,P
1682423,11/04/2014,11/04/2014 - STATE GENERAL,P
1682423,08/09/2016,08/09/2016 - STATE PRIMARY,P
1682423,11/08/2016,11/08/2016 - STATE GENERAL,P
1613589,11/02/2004,11/02/2004 - STATE GENERAL,P
1613589,11/07/2000,STATE GENERAL,P
1613589,11/02/1999,MUNICIPAL GENERAL,P
1613589,11/02/1999,SCHOOL BOARD ELECTION,P
1613589,11/03/1998,MUNICIPAL GENERAL,P
1613589,11/05/1996,MUNICIPAL GENERAL,P
1613589,11/08/1994,STATE GENERAL,P
1613589,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
1613589,09/12/2006,09/12/2006 - STATE PRIMARY,P
1613589,11/07/2006,11/07/2006 - STATE GENERAL,P
1613589,11/04/2008,11/04/2008 - STATE GENERAL,P
1613589,11/02/2010,11/02/2010 - STATE GENERAL,P
1613589,11/06/2012,11/06/2012 - STATE GENERAL,P
1613589,11/04/2014,11/04/2014 - STATE GENERAL,P
804316,11/02/2004,11/02/2004 - STATE GENERAL,P
804316,09/14/2004,09/14/2004 - STATE PRIMARY,P
804316,11/05/1996,STATE GENERAL,P
804316,11/05/1996,MUNICIPAL GENERAL,P
804316,11/02/1993,MUNICIPAL GENERAL,P
804316,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
804316,03/12/2002,TOWNSHIP,P
804316,01/13/2004,01/13/2004 SCHOOL DISTRICT 2137 SPECIAL ELECTION,P
804316,03/11/2003,03/11/2003 TOWNSHIP ELECTION,P
804316,03/09/2004,03/09/2004 TOWNSHIP ELECTION,P
804316,03/08/2005,03/08/2005 - TOWNSHIP ELECTION,P
804316,11/08/2005,11/08/2005 - SCHOOL DISTRICT GENERAL,P
804316,03/14/2006,03/14/2006 - TOWNSHIP ELECTION,P
804316,09/12/2006,09/12/2006 - STATE PRIMARY,P
804316,11/07/2006,11/07/2006 - STATE GENERAL,P
804316,03/13/2007,03/13/2007 - TOWNSHIP ELECTION,P
804316,03/11/2008,03/11/2008 - TOWNSHIP ELECTION,P
804316,09/09/2008,09/09/2008 - STATE PRIMARY,P
804316,11/04/2008,11/04/2008 - STATE GENERAL,P
804316,03/10/2009,03/10/2009 - TOWNSHIP ELECTION,P
